Class	Order	Family	Genus	Species	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	Maximum.longevity..yrs.
Reptilia	Testudines	Emydidae	Terrapene	coahuila	NA	NA	NA	18.8
Reptilia	Testudines	Emydidae	Terrapene	nelsoni	NA	NA	NA	24.9
Reptilia	Testudines	Emydidae	Terrapene	ornata	NA	NA	NA	28.4
Reptilia	Testudines	Emydidae	Trachemys	decorata	NA	NA	NA	NA
Reptilia	Testudines	Emydidae	Trachemys	scripta	0.1157	240	297	41.3
Reptilia	Testudines	Kinosternidae	Claudius	angustatus	NA	NA	NA	16.1
Reptilia	Testudines	Kinosternidae	Kinosternon	baurii	NA	NA	NA	49.6
Reptilia	Testudines	Kinosternidae	Kinosternon	herrerai	NA	NA	NA	19.5
Reptilia	Testudines	Kinosternidae	Kinosternon	integrum	NA	NA	NA	18.5
Reptilia	Testudines	Kinosternidae	Kinosternon	leucostomum	NA	NA	NA	19.2
Reptilia	Testudines	Kinosternidae	Kinosternon	scorpioides	NA	NA	NA	44.7
Reptilia	Testudines	Kinosternidae	Kinosternon	sonoriense	NA	NA	NA	36.5
Reptilia	Testudines	Kinosternidae	Kinosternon	subrubrum	NA	NA	NA	40
Reptilia	Testudines	Kinosternidae	Staurotypus	salvinii	NA	NA	NA	26.3
Reptilia	Testudines	Kinosternidae	Staurotypus	triporcatus	NA	NA	NA	33.5
Reptilia	Testudines	Kinosternidae	Sternotherus	carinatus	NA	NA	NA	29.3
Reptilia	Testudines	Kinosternidae	Sternotherus	minor	NA	NA	NA	23.9
Reptilia	Testudines	Kinosternidae	Sternotherus	odoratus	NA	NA	NA	54.8
Reptilia	Testudines	Pelomedusidae	Pelomedusa	subrufa	NA	NA	NA	20.1
Reptilia	Testudines	Pelomedusidae	Pelusios	castaneus	NA	NA	NA	41
Reptilia	Testudines	Pelomedusidae	Pelusios	subniger	NA	NA	NA	47
Reptilia	Testudines	Pelomedusidae	Podocnemis	erythrocephala	NA	NA	NA	18
Reptilia	Testudines	Pelomedusidae	Podocnemis	expansa	NA	NA	NA	25.3
Reptilia	Testudines	Pelomedusidae	Podocnemis	unifilis	NA	NA	NA	NA
Reptilia	Testudines	Platysternidae	Platysternon	megacephalum	NA	NA	NA	27
Reptilia	Testudines	Testudinidae	Geochelone	carbonaria	NA	NA	NA	49
Reptilia	Testudines	Testudinidae	Geochelone	denticulata	NA	NA	NA	35.2
Reptilia	Testudines	Testudinidae	Geochelone	elegans	NA	NA	NA	24.3
Reptilia	Testudines	Testudinidae	Geochelone	gigantea	NA	NA	NA	152
Reptilia	Testudines	Testudinidae	Geochelone	nigra	NA	NA	NA	177
Reptilia	Testudines	Testudinidae	Geochelone	pardalis	NA	NA	NA	30
Reptilia	Testudines	Testudinidae	Geochelone	radiata	NA	NA	NA	32.8
Reptilia	Testudines	Testudinidae	Geochelone	sulcata	NA	NA	NA	54.3
Reptilia	Testudines	Testudinidae	Gopherus	agassizii	NA	NA	NA	62.8
Reptilia	Testudines	Testudinidae	Gopherus	berlandieri	NA	NA	NA	30.7
Reptilia	Testudines	Testudinidae	Gopherus	polyphemus	0.579	5500	300	NA
Reptilia	Testudines	Testudinidae	Homopus	areolatus	NA	NA	NA	28.6
Reptilia	Testudines	Testudinidae	Indotestudo	elongata	NA	NA	NA	NA
Reptilia	Testudines	Testudinidae	Indotestudo	forstenii	NA	NA	NA	32.9
Reptilia	Testudines	Testudinidae	Kinixys	belliana	NA	NA	NA	26.5
Reptilia	Testudines	Testudinidae	Kinixys	erosa	NA	NA	NA	24.8
Reptilia	Testudines	Testudinidae	Malacochersus	tornieri	NA	NA	NA	25.9
Reptilia	Testudines	Testudinidae	Manouria	emys	NA	NA	NA	19.9
Reptilia	Testudines	Testudinidae	Testudo	graeca	NA	NA	NA	127
Reptilia	Testudines	Testudinidae	Testudo	hermanni	NA	NA	NA	NA
Reptilia	Testudines	Testudinidae	Testudo	kleinmanni	NA	NA	NA	21
Reptilia	Testudines	Testudinidae	Testudo	marginata	NA	NA	NA	21.2
Reptilia	Testudines	Trionychidae	Apalone	ferox	NA	NA	NA	26.2
Reptilia	Testudines	Trionychidae	Apalone	mutica	NA	NA	NA	NA
Reptilia	Testudines	Trionychidae	Apalone	spinifera	NA	NA	NA	25.2
Reptilia	Testudines	Trionychidae	Lissemys	punctata	NA	NA	NA	17.8
Reptilia	Testudines	Trionychidae	Palea	steindachneri	NA	NA	NA	41
Reptilia	Testudines	Trionychidae	Trionyx	triunguis	NA	NA	NA	50.6
